date,time,worker_id,team,zone,task_type,ppe_type,worn,risk_exposure,note
2026-03-17,14:40,W-3528,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-17,11:30,W-3529,C팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-17,14:00,W-3530,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,08:40,W-3531,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,09:20,W-3532,D팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-17,10:10,W-3533,D팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-17,15:20,W-3534,A팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-17,11:30,W-3535,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,14:40,W-3536,A팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,08:40,W-3537,C팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-17,11:30,W-3538,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,11:30,W-3539,B팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-17,12:40,W-3540,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,13:40,W-3541,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-17,11:30,W-3542,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-17,08:20,W-3543,C팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-17,12:05,W-3544,D팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-18,16:20,W-3545,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-18,14:00,W-3546,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-18,14:20,W-3547,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-18,15:20,W-3548,D팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,08:20,W-3549,C팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,12:20,W-3550,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-18,12:40,W-3551,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-18,10:50,W-3552,D팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-18,15:40,W-3553,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-18,13:00,W-3554,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,08:40,W-3555,C팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-18,13:40,W-3556,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,10:30,W-3557,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,13:40,W-3558,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,12:20,W-3559,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,10:50,W-3560,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-18,13:20,W-3561,B팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,09:00,W-3562,C팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-18,10:10,W-3563,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-18,13:00,W-3564,A팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-18,10:30,W-3565,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,08:05,W-3566,C팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-18,08:40,W-3567,C팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-18,12:20,W-3568,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,09:20,W-3569,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-18,12:05,W-3570,B팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-18,16:40,W-3571,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,10:30,W-3572,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-18,08:40,W-3573,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-18,12:40,W-3574,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-18,08:20,W-3575,A팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-18,08:20,W-3576,A팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-19,15:00,W-3577,D팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-19,11:10,W-3578,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-19,15:20,W-3579,D팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-19,08:05,W-3580,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-19,12:40,W-3581,C팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,15:20,W-3582,D팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-19,17:00,W-3583,C팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,12:40,W-3584,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-19,08:40,W-3585,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-19,09:20,W-3586,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-19,16:40,W-3587,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-19,12:20,W-3588,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,09:20,W-3589,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-19,14:00,W-3590,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,16:00,W-3591,A팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-19,17:00,W-3592,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,15:40,W-3593,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-19,16:20,W-3594,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-19,14:20,W-3595,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-19,15:20,W-3596,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,11:10,W-3597,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,13:20,W-3598,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,16:20,W-3599,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,14:20,W-3600,D팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-19,17:00,W-3601,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-19,13:40,W-3602,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-19,12:40,W-3603,B팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-19,14:40,W-3604,C팀,설비점검구역,설비점검,안전모,X,X,안전모 착용 미흡
2026-03-19,11:30,W-3605,A팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-19,12:40,W-3606,D팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-19,11:10,W-3607,B팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-19,13:20,W-3608,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,15:00,W-3609,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-20,14:00,W-3610,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-20,14:00,W-3611,D팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-20,16:00,W-3612,D팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,16:40,W-3613,C팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-20,08:40,W-3614,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,13:40,W-3615,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,15:40,W-3616,C팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-20,12:05,W-3617,C팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-20,15:00,W-3618,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,12:40,W-3619,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-20,15:00,W-3620,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,09:20,W-3621,C팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,10:30,W-3622,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,17:20,W-3623,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-20,08:40,W-3624,B팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-20,13:20,W-3625,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-20,12:05,W-3626,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,15:00,W-3627,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,12:05,W-3628,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,17:00,W-3629,D팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-20,10:50,W-3630,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-20,10:50,W-3631,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,10:10,W-3632,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,16:40,W-3633,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-20,11:30,W-3634,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-20,09:20,W-3635,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-20,15:00,W-3636,C팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-20,14:00,W-3637,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-20,13:20,W-3638,D팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-20,14:20,W-3639,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-20,08:20,W-3640,D팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-21,14:40,W-3641,D팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-21,12:05,W-3642,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-21,13:20,W-3643,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-21,13:40,W-3644,A팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-21,12:05,W-3645,C팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,13:40,W-3646,C팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-21,14:20,W-3647,C팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-21,09:45,W-3648,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-21,16:20,W-3649,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,14:20,W-3650,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-21,13:00,W-3651,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,14:20,W-3652,C팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,15:20,W-3653,A팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-21,09:00,W-3654,C팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-21,16:20,W-3655,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-21,12:40,W-3656,A팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-21,13:40,W-3657,C팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-21,13:20,W-3658,A팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-21,08:20,W-3659,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-21,16:40,W-3660,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,12:40,W-3661,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-21,14:20,W-3662,C팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-21,12:20,W-3663,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,16:00,W-3664,C팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-21,13:40,W-3665,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-21,11:10,W-3666,C팀,설비점검구역,설비점검,안전모,O,X,일반 작업 정상 수행
2026-03-21,09:20,W-3667,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,14:00,W-3668,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-21,15:40,W-3669,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-21,16:20,W-3670,B팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-21,11:30,W-3671,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-21,13:20,W-3672,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,13:40,W-3673,C팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-22,11:10,W-3674,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,14:40,W-3675,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-22,14:40,W-3676,A팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-22,12:40,W-3677,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,13:20,W-3678,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,14:00,W-3679,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-22,17:20,W-3680,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-22,14:00,W-3681,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-22,12:40,W-3682,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,09:45,W-3683,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,13:40,W-3684,D팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-22,10:50,W-3685,D팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-22,13:40,W-3686,C팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-22,11:10,W-3687,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-22,09:45,W-3688,D팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-22,10:30,W-3689,D팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-22,09:45,W-3690,D팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-22,10:10,W-3691,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,09:00,W-3692,B팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-22,14:20,W-3693,B팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-22,15:40,W-3694,C팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-22,08:40,W-3695,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-22,09:45,W-3696,C팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-22,08:40,W-3697,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-22,12:20,W-3698,D팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-22,08:20,W-3699,C팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-22,12:40,W-3700,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-22,12:05,W-3701,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-22,09:20,W-3702,C팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-22,12:20,W-3703,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-22,17:00,W-3704,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-23,15:00,W-3705,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,13:00,W-3706,D팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-23,12:05,W-3707,B팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-23,15:20,W-3708,B팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-23,16:00,W-3709,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,16:00,W-3710,B팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-23,15:40,W-3711,A팀,고소작업구역,고소작업,랜야드,O,O,위험노출 작업 정상 수행
2026-03-23,12:40,W-3712,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-23,13:40,W-3713,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,13:40,W-3714,C팀,절단작업구역,절단작업,안전모,O,X,일반 작업 정상 수행
2026-03-23,13:40,W-3715,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,17:00,W-3716,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,16:40,W-3717,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-23,09:00,W-3718,D팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,11:30,W-3719,D팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-23,10:10,W-3720,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,12:20,W-3721,A팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-23,14:40,W-3722,A팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-23,14:40,W-3723,B팀,자재운반구역,자재운반,장갑,O,X,일반 작업 정상 수행
2026-03-23,10:30,W-3724,C팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-23,14:00,W-3725,A팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,12:20,W-3726,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,12:40,W-3727,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,17:00,W-3728,B팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-23,17:00,W-3729,C팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,11:30,W-3730,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,11:10,W-3731,B팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-23,12:20,W-3732,D팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-23,12:40,W-3733,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,14:20,W-3734,B팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-23,12:05,W-3735,A팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-23,14:20,W-3736,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-24,15:40,W-3737,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-24,09:45,W-3738,C팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-24,17:20,W-3739,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-24,15:20,W-3740,C팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-24,10:10,W-3741,A팀,고소작업구역,고소작업,안전모,O,X,일반 작업 정상 수행
2026-03-24,13:00,W-3742,A팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-24,12:20,W-3743,C팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-24,16:40,W-3744,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-24,14:40,W-3745,B팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,12:05,W-3746,C팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-24,15:40,W-3747,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,16:00,W-3748,B팀,절단작업구역,절단작업,장갑,X,O,장갑 착용 미흡
2026-03-24,13:20,W-3749,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,12:20,W-3750,D팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,14:40,W-3751,C팀,절단작업구역,절단작업,안전모,X,X,안전모 착용 미흡
2026-03-24,08:05,W-3752,A팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-24,10:10,W-3753,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,17:20,W-3754,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-24,09:45,W-3755,D팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-24,12:40,W-3756,B팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-24,09:00,W-3757,D팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-24,10:50,W-3758,C팀,자재운반구역,자재운반,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,13:00,W-3759,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-24,10:30,W-3760,D팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-24,10:50,W-3761,B팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-24,12:20,W-3762,B팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,12:20,W-3763,C팀,설비점검구역,설비점검,안전모,X,O,안전모 착용 미흡
2026-03-24,08:40,W-3764,C팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-24,12:20,W-3765,A팀,설비점검구역,설비점검,장갑,O,O,위험노출 작업 정상 수행
2026-03-24,14:40,W-3766,B팀,설비점검구역,설비점검,장갑,O,X,일반 작업 정상 수행
2026-03-24,16:00,W-3767,D팀,설비점검구역,설비점검,장갑,X,O,장갑 착용 미흡
2026-03-24,15:00,W-3768,D팀,설비점검구역,설비점검,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,15:00,W-3769,B팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,13:20,W-3770,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,10:50,W-3771,A팀,고소작업구역,고소작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,13:20,W-3772,B팀,고소작업구역,고소작업,랜야드,O,X,일반 작업 정상 수행
2026-03-25,12:40,W-3773,D팀,고소작업구역,고소작업,안전모,X,O,안전모 착용 미흡
2026-03-25,17:00,W-3774,A팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-25,17:20,W-3775,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-25,09:20,W-3776,B팀,고소작업구역,고소작업,랜야드,X,O,랜야드 착용 미흡
2026-03-25,13:40,W-3777,A팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-25,08:20,W-3778,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,12:05,W-3779,B팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,12:20,W-3780,A팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-25,17:00,W-3781,A팀,절단작업구역,절단작업,장갑,O,O,위험노출 작업 정상 수행
2026-03-25,09:45,W-3782,A팀,절단작업구역,절단작업,안전모,X,O,안전모 착용 미흡
2026-03-25,14:20,W-3783,B팀,절단작업구역,절단작업,장갑,O,X,일반 작업 정상 수행
2026-03-25,13:40,W-3784,A팀,절단작업구역,절단작업,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,09:45,W-3785,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,08:05,W-3786,B팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
2026-03-25,11:10,W-3787,A팀,자재운반구역,자재운반,안전모,X,X,안전모 착용 미흡
2026-03-25,12:20,W-3788,C팀,자재운반구역,자재운반,안전모,X,O,안전모 착용 미흡
2026-03-25,09:45,W-3789,D팀,자재운반구역,자재운반,안전모,O,X,일반 작업 정상 수행
2026-03-25,16:40,W-3790,D팀,자재운반구역,자재운반,장갑,X,O,장갑 착용 미흡
2026-03-25,08:05,W-3791,C팀,자재운반구역,자재운반,안전모,O,O,위험노출 작업 정상 수행
